cost,datetime,category
11.11,8/24/2023,Electronics
5.81,7/7/2023,Market
12.85,4/2/2023,Travel
26.57,2/21/2023,Travel
0.21,9/17/2023,Restaurant
12.16,5/4/2023,Travel
3.43,3/7/2023,Electronics
1.53,9/2/2023,Cosmetic
2.52,4/17/2023,Clothing
0.57,10/3/2023,Restaurant
3.17,7/12/2023,Clothing
6.24,1/10/2023,Electronics
26.70,3/28/2023,Travel
0.18,7/31/2023,Restaurant
5.78,2/18/2023,Market
1.43,6/14/2023,Electronics
0.44,9/4/2023,Cosmetic
29.30,5/31/2023,Travel
0.12,1/12/2023,Cosmetic
7.37,10/2/2023,Electronics
0.62,3/19/2023,Electronics
25.38,4/16/2023,Travel
5.38,9/1/2023,Market
2.28,3/4/2023,Clothing
0.96,2/24/2023,Restaurant
1.15,5/19/2023,Restaurant
0.24,3/24/2023,Restaurant
2.34,4/16/2023,Market
2.61,10/4/2023,Market
0.90,5/14/2023,Cosmetic
1.11,3/31/2023,Restaurant
1.81,2/4/2023,Cosmetic
2.31,6/22/2023,Clothing
0.86,1/28/2023,Cosmetic
14.14,4/7/2023,Travel
0.60,8/17/2023,Restaurant
27.38,1/29/2023,Travel
1.10,1/11/2023,Restaurant
2.98,2/6/2023,Clothing
5.75,2/4/2023,Market
5.44,6/20/2023,Market
1.74,2/21/2023,Cosmetic
1.67,1/19/2023,Electronics
7.76,4/5/2023,Electronics
2.08,5/5/2023,Cosmetic
0.80,8/6/2023,Restaurant
4.08,2/15/2023,Market
4.48,8/3/2023,Electronics
0.94,2/26/2023,Restaurant
6.98,7/21/2023,Travel
1.80,4/3/2023,Clothing
23.07,5/27/2023,Travel
0.47,7/12/2023,Market
5.48,6/16/2023,Market
0.29,10/4/2023,Restaurant
0.20,4/6/2023,Cosmetic
0.57,4/12/2023,Cosmetic
3.18,1/27/2023,Market
24.21,5/19/2023,Travel
4.97,1/29/2023,Market
0.97,7/15/2023,Clothing
1.66,6/7/2023,Cosmetic
10.25,8/7/2023,Electronics
2.26,9/20/2023,Clothing
10.61,2/26/2023,Electronics
1.42,8/18/2023,Clothing
1.78,3/31/2023,Cosmetic
4.71,3/4/2023,Market
1.28,6/2/2023,Cosmetic
0.85,2/5/2023,Cosmetic
1.40,3/1/2023,Electronics
1.84,3/4/2023,Clothing
1.11,9/4/2023,Restaurant
2.03,8/19/2023,Cosmetic
33.17,5/8/2023,Travel
0.42,8/11/2023,Cosmetic
0.67,9/23/2023,Electronics
14.11,3/5/2023,Travel
0.65,2/4/2023,Restaurant
5.35,8/27/2023,Market
1.30,9/26/2023,Market
2.29,9/6/2023,Clothing
0.22,4/24/2023,Cosmetic
0.70,5/14/2023,Cosmetic
0.90,3/2/2023,Market
0.53,6/2/2023,Cosmetic
2.06,7/26/2023,Clothing
5.96,4/3/2023,Electronics
3.22,9/5/2023,Clothing
5.43,9/20/2023,Market
11.76,5/9/2023,Electronics
25.25,1/5/2023,Travel
1.09,5/4/2023,Clothing
2.51,4/24/2023,Market
1.01,6/29/2023,Cosmetic
1.06,1/1/2023,Clothing
11.68,1/30/2023,Travel
0.62,4/7/2023,Cosmetic
8.35,7/5/2023,Electronics
11.35,9/8/2023,Electronics
2.10,9/17/2023,Cosmetic
1.09,7/10/2023,Restaurant
0.88,7/24/2023,Restaurant
2.38,2/20/2023,Clothing
2.04,1/21/2023,Cosmetic
1.01,8/30/2023,Restaurant
3.87,4/2/2023,Travel
4.80,5/22/2023,Electronics
6.58,5/8/2023,Electronics
9.54,5/30/2023,Travel
0.37,1/17/2023,Cosmetic
1.45,4/26/2023,Electronics
8.22,2/27/2023,Travel
7.31,1/14/2023,Electronics
1.28,5/8/2023,Clothing
1.79,1/14/2023,Electronics
0.27,6/22/2023,Clothing
0.62,4/22/2023,Restaurant
1.25,7/2/2023,Cosmetic
24.10,9/1/2023,Travel
0.53,5/26/2023,Clothing
1.05,3/8/2023,Clothing
3.98,7/25/2023,Market
3.30,1/8/2023,Market
3.62,9/14/2023,Market
1.56,6/28/2023,Clothing
4.49,1/24/2023,Electronics
0.16,2/21/2023,Market
2.28,9/15/2023,Market
6.84,7/23/2023,Electronics
0.42,3/5/2023,Cosmetic
6.13,1/2/2023,Electronics
0.78,3/9/2023,Restaurant
3.35,7/20/2023,Market
0.15,6/27/2023,Restaurant
0.54,5/14/2023,Restaurant
10.37,9/14/2023,Electronics
0.28,6/20/2023,Cosmetic
0.75,9/18/2023,Electronics
0.24,1/24/2023,Restaurant
2.31,4/29/2023,Clothing
6.09,4/4/2023,Electronics
0.95,9/24/2023,Clothing
0.53,7/2/2023,Restaurant
0.27,10/11/2023,Restaurant
0.95,6/1/2023,Restaurant
1.92,7/2/2023,Clothing
2.85,8/7/2023,Electronics
0.61,3/28/2023,Restaurant
23.43,5/23/2023,Travel
3.00,4/4/2023,Market
1.56,9/7/2023,Cosmetic
5.03,9/17/2023,Electronics
2.57,4/25/2023,Market
2.39,3/6/2023,Electronics
3.06,9/18/2023,Market
1.60,8/9/2023,Cosmetic
0.19,9/21/2023,Restaurant
1.87,7/8/2023,Cosmetic
0.37,6/24/2023,Market
6.91,10/1/2023,Electronics
2.31,6/28/2023,Market
8.90,6/15/2023,Travel
3.24,9/17/2023,Market
6.47,2/18/2023,Travel
18.76,7/2/2023,Travel
5.27,5/6/2023,Electronics
1.28,1/21/2023,Clothing
1.78,3/6/2023,Cosmetic
1.10,5/5/2023,Clothing
1.73,7/13/2023,Clothing
2.85,7/14/2023,Clothing
3.45,5/3/2023,Electronics
3.60,7/16/2023,Electronics
10.89,10/14/2023,Travel
1.87,4/26/2023,Market
1.50,5/27/2023,Cosmetic
2.26,1/20/2023,Electronics
0.74,7/1/2023,Clothing
2.69,2/24/2023,Market
1.59,1/7/2023,Cosmetic
8.77,3/27/2023,Travel
1.10,4/29/2023,Electronics
2.99,8/30/2023,Market
3.14,3/19/2023,Electronics
2.28,8/4/2023,Electronics
1.13,5/16/2023,Restaurant
0.65,8/12/2023,Restaurant
0.25,2/27/2023,Cosmetic
1.78,8/27/2023,Cosmetic
6.24,1/21/2023,Electronics
10.35,7/23/2023,Travel
9.51,4/27/2023,Electronics
7.85,3/8/2023,Travel
1.76,7/22/2023,Travel
6.98,2/24/2023,Travel
0.35,6/30/2023,Restaurant
5.94,2/18/2023,Electronics
0.19,7/10/2023,Restaurant
11.08,8/13/2023,Electronics
1.38,8/11/2023,Clothing
33.21,5/28/2023,Travel
2.10,4/20/2023,Cosmetic
0.48,2/18/2023,Cosmetic
0.99,2/20/2023,Restaurant
28.81,2/4/2023,Travel
5.22,3/10/2023,Market
4.14,1/24/2023,Electronics
2.19,3/15/2023,Cosmetic
2.65,3/5/2023,Market
1.51,5/31/2023,Cosmetic
1.05,7/20/2023,Restaurant
23.25,2/3/2023,Travel
17.71,5/3/2023,Travel
1.10,2/26/2023,Restaurant
3.17,9/6/2023,Clothing
5.83,7/15/2023,Market
0.73,4/24/2023,Restaurant
0.58,9/30/2023,Market
23.91,7/23/2023,Travel
0.68,4/21/2023,Restaurant
0.62,10/14/2023,Restaurant
2.61,6/9/2023,Clothing
2.94,1/29/2023,Clothing
1.70,5/7/2023,Clothing
0.82,5/25/2023,Restaurant
0.45,6/7/2023,Restaurant
0.23,9/8/2023,Market
2.94,6/29/2023,Clothing
0.86,9/22/2023,Restaurant
2.07,2/6/2023,Clothing
3.24,9/12/2023,Market
21.06,8/19/2023,Travel
6.57,9/18/2023,Electronics
9.30,6/15/2023,Electronics
0.95,4/10/2023,Clothing
3.21,9/10/2023,Clothing
6.17,6/29/2023,Electronics
2.61,1/5/2023,Market
19.51,7/4/2023,Travel
2.52,1/3/2023,Electronics
3.59,3/21/2023,Market
5.68,2/15/2023,Market
8.07,7/25/2023,Electronics
1.66,4/30/2023,Cosmetic
1.41,2/2/2023,Clothing
3.07,1/15/2023,Clothing
0.89,7/21/2023,Cosmetic
1.65,10/9/2023,Cosmetic
0.68,8/1/2023,Restaurant
19.48,10/3/2023,Travel
3.86,1/27/2023,Electronics
2.20,2/27/2023,Cosmetic
19.24,3/15/2023,Travel
33.12,5/3/2023,Travel
9.39,1/2/2023,Electronics
0.86,5/6/2023,Restaurant
3.56,7/29/2023,Electronics
0.62,6/16/2023,Cosmetic
7.41,2/6/2023,Travel
5.76,2/19/2023,Market
0.41,9/27/2023,Restaurant
20.48,2/24/2023,Travel
1.46,6/13/2023,Clothing
8.76,1/23/2023,Electronics
0.46,8/11/2023,Clothing
12.97,2/26/2023,Travel
0.19,9/14/2023,Market
0.17,1/7/2023,Restaurant
7.57,1/10/2023,Travel
0.51,5/18/2023,Cosmetic
1.10,9/27/2023,Electronics
2.87,3/30/2023,Clothing
0.66,3/15/2023,Restaurant
2.34,6/10/2023,Clothing
11.90,1/6/2023,Travel
26.99,7/3/2023,Travel
14.20,1/31/2023,Travel
2.36,9/18/2023,Market
18.59,3/13/2023,Travel
1.50,10/14/2023,Cosmetic
2.95,7/9/2023,Clothing
0.16,7/12/2023,Cosmetic
7.85,6/29/2023,Travel
0.48,3/1/2023,Restaurant
5.77,6/7/2023,Market
5.43,3/22/2023,Electronics
7.69,8/16/2023,Electronics
15.75,4/11/2023,Travel
0.98,7/23/2023,Restaurant
1.15,7/19/2023,Electronics
0.16,5/26/2023,Market
1.73,7/27/2023,Travel
14.47,4/28/2023,Travel
0.78,6/4/2023,Restaurant
3.21,8/23/2023,Clothing
0.32,3/17/2023,Restaurant
1.42,5/23/2023,Cosmetic
1.84,3/2/2023,Cosmetic
1.31,5/14/2023,Clothing
1.47,1/31/2023,Clothing
2.03,4/2/2023,Market
26.15,9/16/2023,Travel
2.96,6/23/2023,Clothing
0.12,6/5/2023,Cosmetic
2.01,4/7/2023,Cosmetic
0.34,8/21/2023,Restaurant
31.82,3/8/2023,Travel
0.62,8/17/2023,Cosmetic
0.71,7/19/2023,Restaurant
9.96,4/2/2023,Travel
3.47,5/29/2023,Clothing
13.15,10/5/2023,Travel
0.70,3/8/2023,Restaurant
1.42,5/11/2023,Market
11.29,4/3/2023,Travel
1.46,7/9/2023,Clothing
1.11,3/14/2023,Cosmetic
1.07,9/9/2023,Restaurant
27.90,6/14/2023,Travel
2.68,8/9/2023,Clothing
0.39,9/25/2023,Clothing
1.24,9/29/2023,Clothing
3.75,3/20/2023,Electronics
1.59,6/22/2023,Cosmetic
1.20,6/30/2023,Clothing
15.02,8/5/2023,Travel
0.48,6/15/2023,Clothing
3.37,3/21/2023,Clothing
1.95,8/14/2023,Market
2.25,6/11/2023,Clothing
9.83,8/2/2023,Electronics
17.89,5/30/2023,Travel
8.37,8/3/2023,Electronics
10.60,6/25/2023,Electronics
27.55,1/15/2023,Travel
0.74,3/18/2023,Restaurant
0.43,2/5/2023,Restaurant
22.41,3/24/2023,Travel
7.13,5/19/2023,Electronics
0.26,7/25/2023,Restaurant
2.21,6/21/2023,Market
0.64,9/26/2023,Restaurant
0.52,5/15/2023,Restaurant
3.45,5/5/2023,Market
0.17,5/22/2023,Restaurant
0.91,7/1/2023,Cosmetic
2.14,8/26/2023,Cosmetic
1.87,9/20/2023,Market
1.08,1/12/2023,Restaurant
0.30,1/14/2023,Cosmetic
0.40,3/1/2023,Market
5.78,6/5/2023,Market
2.02,3/30/2023,Clothing
2.05,7/27/2023,Clothing
1.17,6/6/2023,Restaurant
2.44,4/3/2023,Clothing
0.98,3/10/2023,Restaurant
29.58,6/2/2023,Travel
22.73,8/3/2023,Travel
2.56,3/25/2023,Electronics
34.37,4/29/2023,Travel
0.54,6/8/2023,Market
0.43,6/27/2023,Restaurant
9.39,7/3/2023,Electronics
0.22,3/6/2023,Restaurant
0.41,9/29/2023,Cosmetic
1.55,2/16/2023,Cosmetic
0.86,5/2/2023,Restaurant
5.57,8/23/2023,Market
7.21,1/7/2023,Electronics
0.15,1/20/2023,Cosmetic
2.34,3/22/2023,Cosmetic
0.36,3/20/2023,Restaurant
2.26,5/26/2023,Clothing
1.09,4/19/2023,Cosmetic
4.59,3/6/2023,Market
1.03,10/8/2023,Market
4.10,9/26/2023,Electronics
2.00,5/2/2023,Cosmetic
2.44,9/2/2023,Clothing
0.54,1/31/2023,Restaurant
21.71,5/11/2023,Travel
10.29,2/19/2023,Electronics
1.59,9/17/2023,Electronics
2.17,5/5/2023,Clothing
0.78,2/25/2023,Cosmetic
5.81,5/31/2023,Electronics
10.95,6/29/2023,Travel
0.40,10/13/2023,Market
2.11,8/4/2023,Cosmetic
4.35,2/5/2023,Market
2.68,4/23/2023,Clothing
0.34,6/30/2023,Cosmetic
0.21,7/15/2023,Restaurant
16.67,9/10/2023,Travel
4.17,8/23/2023,Market
0.69,7/8/2023,Clothing
9.89,3/4/2023,Electronics
7.39,9/20/2023,Travel
6.92,2/7/2023,Travel
5.08,6/19/2023,Market
5.46,3/20/2023,Market
4.98,8/18/2023,Electronics
0.51,2/17/2023,Cosmetic
9.03,8/3/2023,Electronics
10.87,6/17/2023,Travel
0.90,3/11/2023,Cosmetic
23.88,4/12/2023,Travel
4.04,6/15/2023,Electronics
11.89,1/2/2023,Travel
4.20,8/31/2023,Market
1.14,9/16/2023,Cosmetic
11.21,10/14/2023,Electronics
1.25,6/12/2023,Market
30.26,3/25/2023,Travel
2.10,6/23/2023,Clothing
12.80,2/9/2023,Travel
0.76,6/1/2023,Restaurant
1.63,10/3/2023,Market
2.20,5/2/2023,Market
0.70,2/16/2023,Restaurant
1.15,5/2/2023,Clothing
3.24,2/2/2023,Market
1.29,7/31/2023,Clothing
0.86,4/17/2023,Clothing
0.85,5/19/2023,Restaurant
1.92,9/10/2023,Clothing
2.12,5/16/2023,Market
10.57,10/1/2023,Travel
0.43,6/4/2023,Cosmetic
0.73,6/29/2023,Market
0.49,2/9/2023,Cosmetic
0.23,2/1/2023,Restaurant
0.13,1/14/2023,Restaurant
1.17,10/11/2023,Restaurant
0.90,2/23/2023,Restaurant
4.11,8/11/2023,Travel
10.29,3/19/2023,Electronics
14.30,4/15/2023,Travel
0.48,9/21/2023,Market
4.65,5/23/2023,Market
1.38,4/8/2023,Clothing
8.39,6/14/2023,Electronics
0.66,3/5/2023,Restaurant
3.38,3/19/2023,Clothing
1.68,6/18/2023,Cosmetic
0.47,9/18/2023,Clothing
0.64,2/23/2023,Restaurant
0.61,3/26/2023,Electronics
4.28,4/17/2023,Market
3.45,6/19/2023,Market
2.28,7/29/2023,Market
1.83,4/3/2023,Cosmetic
0.95,9/16/2023,Clothing
5.04,7/27/2023,Travel
1.65,3/3/2023,Cosmetic
3.11,7/18/2023,Clothing
13.07,3/29/2023,Travel
2.23,2/7/2023,Clothing
0.55,10/4/2023,Restaurant
1.10,2/17/2023,Clothing
22.39,5/5/2023,Travel
0.81,3/20/2023,Restaurant
0.33,3/8/2023,Restaurant
2.20,5/7/2023,Market
21.75,5/20/2023,Travel
0.65,3/31/2023,Cosmetic
1.07,9/15/2023,Cosmetic
1.93,1/22/2023,Cosmetic
15.23,2/18/2023,Travel
17.50,1/18/2023,Travel
4.50,10/7/2023,Market
5.08,3/23/2023,Electronics
0.29,1/4/2023,Clothing
4.90,4/4/2023,Market
1.24,4/30/2023,Cosmetic
3.62,5/12/2023,Market
2.24,8/6/2023,Cosmetic
9.96,9/27/2023,Electronics
2.16,4/26/2023,Clothing
6.17,7/23/2023,Travel
0.61,3/26/2023,Clothing
20.27,1/16/2023,Travel
0.72,2/10/2023,Restaurant
2.35,8/20/2023,Travel
9.45,4/10/2023,Electronics
1.83,3/31/2023,Cosmetic
21.47,2/12/2023,Travel
2.30,6/9/2023,Market
1.64,4/28/2023,Market
2.34,4/12/2023,Market
1.49,4/16/2023,Cosmetic
2.42,7/5/2023,Electronics
0.60,2/25/2023,Clothing
2.06,6/23/2023,Cosmetic
1.15,5/7/2023,Restaurant
2.62,8/26/2023,Travel
0.90,8/3/2023,Clothing
14.65,5/26/2023,Travel
34.78,3/24/2023,Travel
26.37,10/12/2023,Travel
1.79,6/30/2023,Cosmetic
0.40,5/20/2023,Clothing
0.36,10/3/2023,Restaurant
9.53,5/13/2023,Electronics
27.07,2/26/2023,Travel
2.51,4/23/2023,Clothing
1.51,5/27/2023,Cosmetic
5.99,3/22/2023,Travel
0.42,6/3/2023,Restaurant
2.36,4/9/2023,Clothing
0.78,4/21/2023,Restaurant
0.80,10/6/2023,Restaurant
2.59,6/11/2023,Clothing
0.96,5/19/2023,Clothing
18.90,9/16/2023,Travel
5.17,9/25/2023,Market
0.75,4/21/2023,Restaurant
1.90,3/27/2023,Cosmetic
10.93,2/6/2023,Electronics
2.98,5/6/2023,Clothing
8.99,2/17/2023,Electronics
1.77,2/26/2023,Cosmetic
0.29,8/28/2023,Restaurant
5.07,5/29/2023,Travel
2.95,5/2/2023,Clothing
1.65,6/10/2023,Cosmetic
0.51,7/9/2023,Restaurant
0.76,7/17/2023,Market
1.70,9/16/2023,Market
1.10,1/30/2023,Cosmetic
7.79,1/19/2023,Travel
0.09,1/9/2023,Market
2.28,3/6/2023,Clothing
8.23,8/17/2023,Travel
2.04,6/23/2023,Market
5.66,8/7/2023,Market
7.61,9/15/2023,Electronics
0.81,4/13/2023,Restaurant
4.65,7/27/2023,Electronics
2.54,7/13/2023,Clothing
1.08,3/31/2023,Restaurant
6.15,6/15/2023,Electronics
0.93,8/4/2023,Restaurant
1.82,2/15/2023,Cosmetic
7.93,1/30/2023,Electronics
19.57,3/26/2023,Travel
4.79,3/16/2023,Market
33.72,1/18/2023,Travel
19.02,9/27/2023,Travel
1.70,2/25/2023,Market
0.89,2/7/2023,Restaurant
0.28,5/19/2023,Restaurant
5.25,9/4/2023,Market
0.81,1/29/2023,Cosmetic
1.84,5/25/2023,Cosmetic
0.23,4/1/2023,Market
8.95,3/14/2023,Electronics
1.74,9/11/2023,Cosmetic
30.41,7/5/2023,Travel
1.05,1/7/2023,Electronics
31.24,5/4/2023,Travel
4.63,1/29/2023,Electronics
3.48,8/12/2023,Market
0.73,1/22/2023,Restaurant
2.72,9/2/2023,Market
1.62,4/24/2023,Clothing
22.00,7/19/2023,Travel
1.71,7/9/2023,Market
4.77,9/13/2023,Market
9.41,6/10/2023,Electronics
0.85,8/3/2023,Restaurant
0.88,10/9/2023,Clothing
1.99,5/6/2023,Cosmetic
0.66,2/12/2023,Cosmetic
1.06,9/19/2023,Cosmetic
1.13,9/22/2023,Cosmetic
34.76,3/17/2023,Travel
2.54,1/20/2023,Market
0.69,7/24/2023,Restaurant
27.08,1/2/2023,Travel
4.96,2/7/2023,Market
0.37,8/11/2023,Market
4.64,1/12/2023,Electronics
0.50,9/4/2023,Restaurant
9.93,4/14/2023,Travel
0.71,6/12/2023,Cosmetic
5.60,1/26/2023,Travel
1.94,5/29/2023,Cosmetic
1.06,8/18/2023,Restaurant
0.73,7/1/2023,Restaurant
0.37,8/19/2023,Clothing
1.80,8/4/2023,Market
8.08,7/31/2023,Electronics
2.05,6/4/2023,Clothing
0.86,2/2/2023,Cosmetic
0.22,7/13/2023,Cosmetic
1.43,3/22/2023,Electronics
0.23,7/6/2023,Restaurant
1.17,8/6/2023,Restaurant
1.91,6/5/2023,Clothing
0.49,5/27/2023,Restaurant
22.51,7/12/2023,Travel
9.90,7/31/2023,Electronics
3.34,8/15/2023,Electronics
5.76,5/18/2023,Market
12.12,3/3/2023,Travel
6.81,9/17/2023,Electronics
6.20,7/18/2023,Electronics
19.42,4/20/2023,Travel
18.90,4/12/2023,Travel
0.15,8/27/2023,Restaurant
1.60,7/8/2023,Cosmetic
0.98,3/12/2023,Cosmetic
0.63,10/3/2023,Restaurant
11.40,4/27/2023,Electronics
0.74,2/27/2023,Restaurant
2.30,6/9/2023,Clothing
0.82,4/3/2023,Restaurant
4.77,8/30/2023,Market
3.87,3/4/2023,Market
0.39,6/9/2023,Clothing
12.72,7/27/2023,Travel
10.14,3/30/2023,Electronics
8.10,1/29/2023,Travel
1.88,2/25/2023,Clothing
5.81,7/9/2023,Electronics
13.31,9/24/2023,Travel
1.21,4/2/2023,Market
29.30,9/9/2023,Travel
24.44,5/1/2023,Travel
10.71,6/17/2023,Electronics
0.47,7/15/2023,Market
5.74,2/12/2023,Electronics
1.18,7/15/2023,Clothing
0.61,3/31/2023,Clothing
18.08,4/1/2023,Travel
8.12,1/17/2023,Electronics
2.54,4/30/2023,Market
0.23,10/13/2023,Cosmetic
0.36,3/30/2023,Restaurant
0.32,9/20/2023,Restaurant
0.45,9/16/2023,Cosmetic
0.88,4/17/2023,Cosmetic
6.66,1/7/2023,Electronics
0.41,1/18/2023,Clothing
6.24,1/10/2023,Travel
0.54,1/23/2023,Clothing
2.52,8/18/2023,Market
3.50,5/30/2023,Clothing
4.08,4/24/2023,Market
0.44,6/22/2023,Restaurant
1.78,8/27/2023,Cosmetic
1.10,5/16/2023,Restaurant
1.39,3/18/2023,Cosmetic
5.48,2/21/2023,Electronics
2.26,1/28/2023,Clothing
0.96,4/5/2023,Electronics
6.49,7/2/2023,Electronics
0.69,7/28/2023,Market
1.85,5/7/2023,Market
0.72,2/19/2023,Electronics
1.79,3/24/2023,Market
1.95,5/16/2023,Cosmetic
2.12,6/10/2023,Travel
2.22,4/18/2023,Cosmetic
1.81,6/9/2023,Cosmetic
4.92,8/15/2023,Market
1.08,9/8/2023,Restaurant
6.47,7/27/2023,Electronics
8.31,4/14/2023,Electronics
0.97,3/13/2023,Clothing
0.15,3/4/2023,Cosmetic
2.60,8/21/2023,Clothing
2.27,1/14/2023,Clothing
0.54,2/23/2023,Restaurant
0.56,3/7/2023,Restaurant
2.26,5/21/2023,Clothing
3.47,5/11/2023,Clothing
1.23,2/26/2023,Clothing
0.27,6/1/2023,Clothing
19.32,3/26/2023,Travel
10.53,4/28/2023,Electronics
1.40,7/15/2023,Market
5.68,7/20/2023,Market
2.10,4/20/2023,Travel
9.40,5/20/2023,Electronics
1.01,9/27/2023,Restaurant
2.31,5/16/2023,Clothing
0.26,6/20/2023,Restaurant
11.17,5/8/2023,Electronics
21.42,7/15/2023,Travel
10.01,10/7/2023,Electronics
0.80,5/8/2023,Restaurant
2.71,5/27/2023,Clothing
0.99,10/12/2023,Restaurant
4.07,5/7/2023,Market
4.10,4/27/2023,Electronics
0.69,7/13/2023,Cosmetic
0.78,7/9/2023,Restaurant
0.82,2/14/2023,Clothing
0.93,9/12/2023,Restaurant
2.06,3/25/2023,Cosmetic
0.61,5/13/2023,Cosmetic
1.16,10/14/2023,Cosmetic
1.96,2/27/2023,Clothing
2.34,1/17/2023,Cosmetic
7.34,9/20/2023,Travel
7.15,7/4/2023,Electronics
4.89,1/18/2023,Electronics
1.94,8/8/2023,Clothing
2.03,8/19/2023,Cosmetic
5.33,8/29/2023,Market
8.60,7/5/2023,Electronics
11.73,7/8/2023,Travel
7.34,4/23/2023,Electronics
0.99,3/17/2023,Restaurant
2.26,2/27/2023,Cosmetic
1.17,9/11/2023,Restaurant
2.09,6/25/2023,Electronics
1.16,6/14/2023,Clothing
0.75,7/9/2023,Restaurant
1.82,1/28/2023,Cosmetic
23.78,5/31/2023,Travel
1.27,2/6/2023,Cosmetic
17.35,1/15/2023,Travel
9.41,9/28/2023,Electronics
1.92,3/13/2023,Clothing
0.19,10/7/2023,Restaurant
11.72,3/12/2023,Electronics
2.55,7/7/2023,Clothing
0.18,3/2/2023,Restaurant
1.43,4/4/2023,Cosmetic
0.19,5/8/2023,Restaurant
1.49,2/4/2023,Clothing
15.24,5/31/2023,Travel
0.88,1/6/2023,Restaurant
6.83,4/10/2023,Travel
1.99,8/14/2023,Market
20.86,8/23/2023,Travel
0.44,8/24/2023,Market
0.97,2/13/2023,Clothing
11.17,4/23/2023,Electronics
1.94,3/14/2023,Cosmetic
0.98,3/1/2023,Restaurant
0.23,9/9/2023,Restaurant
8.90,1/16/2023,Electronics
0.89,7/3/2023,Cosmetic
0.71,7/12/2023,Restaurant
0.30,5/17/2023,Restaurant
15.31,7/13/2023,Travel
7.50,8/20/2023,Travel
0.88,7/23/2023,Cosmetic
11.19,6/9/2023,Travel
4.49,4/7/2023,Market
1.21,4/7/2023,Clothing
2.30,6/16/2023,Cosmetic
4.24,3/6/2023,Electronics
2.25,5/18/2023,Cosmetic
0.28,4/7/2023,Clothing
0.97,5/10/2023,Restaurant
18.66,9/8/2023,Travel
2.48,8/13/2023,Market
0.93,3/1/2023,Market
1.83,9/2/2023,Clothing
2.34,9/19/2023,Cosmetic
2.79,6/6/2023,Clothing
3.59,7/2/2023,Market
16.91,3/22/2023,Travel
25.16,2/21/2023,Travel
1.43,8/15/2023,Market
1.06,5/21/2023,Restaurant
1.18,5/27/2023,Electronics
1.30,8/4/2023,Clothing
25.55,6/29/2023,Travel
0.21,10/9/2023,Restaurant
1.08,2/16/2023,Restaurant
4.45,2/5/2023,Electronics
0.73,2/10/2023,Electronics
1.20,5/29/2023,Cosmetic
15.96,10/10/2023,Travel
3.37,5/19/2023,Electronics
15.81,9/10/2023,Travel
6.33,2/13/2023,Electronics
1.53,5/23/2023,Market
2.15,6/7/2023,Electronics
5.68,4/13/2023,Market
1.92,9/9/2023,Clothing
0.73,1/14/2023,Cosmetic
2.78,8/26/2023,Clothing
2.19,2/15/2023,Electronics
0.38,8/19/2023,Market
1.46,10/14/2023,Clothing
0.31,7/14/2023,Restaurant
1.80,7/13/2023,Market
0.87,4/23/2023,Restaurant
4.55,4/18/2023,Electronics
0.19,5/1/2023,Cosmetic
10.80,5/17/2023,Electronics
3.69,3/14/2023,Market
3.09,1/22/2023,Travel
3.33,2/2/2023,Clothing
0.50,4/20/2023,Market
4.48,3/31/2023,Market
0.55,6/14/2023,Restaurant
5.04,5/25/2023,Market
1.64,10/13/2023,Clothing
1.49,3/3/2023,Cosmetic
2.19,9/12/2023,Market
2.10,2/19/2023,Clothing
4.11,8/6/2023,Electronics
0.41,1/29/2023,Restaurant
2.81,5/26/2023,Clothing
1.09,9/13/2023,Cosmetic
1.12,3/21/2023,Market
1.35,7/10/2023,Cosmetic
3.05,8/1/2023,Market
1.38,1/23/2023,Cosmetic
2.31,7/11/2023,Cosmetic
1.06,9/15/2023,Restaurant
0.92,7/15/2023,Clothing
0.35,1/13/2023,Restaurant
3.63,9/24/2023,Market
0.88,1/30/2023,Restaurant
1.58,7/18/2023,Market
0.85,3/20/2023,Restaurant
7.75,5/15/2023,Travel
26.71,6/19/2023,Travel
2.05,9/2/2023,Clothing
0.37,1/26/2023,Restaurant
15.53,7/10/2023,Travel
17.83,1/10/2023,Travel
5.62,2/13/2023,Market
2.16,3/27/2023,Cosmetic
0.35,3/14/2023,Market
1.07,7/17/2023,Market
3.60,4/30/2023,Electronics
2.75,4/22/2023,Clothing
1.47,2/18/2023,Cosmetic
0.88,4/7/2023,Market
18.68,5/7/2023,Travel
23.10,5/21/2023,Travel
2.10,9/1/2023,Travel
1.38,9/11/2023,Clothing
2.32,3/12/2023,Cosmetic
1.71,1/23/2023,Cosmetic
0.92,7/25/2023,Restaurant
0.63,7/23/2023,Market
1.43,1/17/2023,Cosmetic
17.83,4/26/2023,Travel
0.16,5/11/2023,Restaurant
6.56,5/3/2023,Electronics
0.29,6/15/2023,Restaurant
1.16,1/16/2023,Restaurant
4.30,9/15/2023,Market
0.41,1/17/2023,Clothing
1.66,5/11/2023,Cosmetic
4.33,1/11/2023,Market
3.39,10/7/2023,Clothing
1.88,8/21/2023,Market
2.23,7/31/2023,Market
0.62,7/30/2023,Restaurant
0.31,7/25/2023,Market
0.20,3/22/2023,Restaurant
3.69,10/14/2023,Market
0.57,8/13/2023,Restaurant
6.13,8/29/2023,Electronics
1.40,9/24/2023,Clothing
8.02,10/14/2023,Electronics
2.52,5/7/2023,Clothing
1.01,4/25/2023,Clothing
5.76,2/12/2023,Electronics
0.34,5/10/2023,Restaurant
1.70,5/17/2023,Electronics
